Adresas , Rajonas, Kambarių sk, Plotas, Kaina, Šildymas, Pastato tipas, Metai
 Rinktinės g.,Šnipiškės,3,67.5,168825.0,Centriniskolektorinis,Kita,2018,
 Rinktinės g.,Šnipiškės,2,48.87,119536.0,Centriniskolektorinis,Kita,2018,
 Rinktinės g.,Šnipiškės,2,48.87,119536.0,Centriniskolektorinis,Kita,2018,
 Didžioji g.,Senamiestis,2,50,200000.0,Centrinis,Mūrinis,1989,
 Didžioji g.,Senamiestis,2,50,200000.0,Centrinis,Mūrinis,1989,
 Didžioji g.,Senamiestis,2,50,200000.0,Centrinis,Mūrinis,1989,
 Vilkpėdės g.,Vilkpėdė,1,45.8,81000.0,Centriniskolektorinis,Mūrinis,2006,
 Linkmenų g.,Šnipiškės,1,33.3,79000.0,Centriniskolektorinis,Mūrinis,2016,
 Fizikų g.,Bajorai,2,48.75,80400.0,Centriniskolektorinis,Kita,2019,
 Fizikų g.,Bajorai,2,48.47,80000.0,Centriniskolektorinis,Kita,2019,
 Fizikų g.,Bajorai,3,56.85,93800.0,Centriniskolektorinis,Kita,2019,
 Šeškinės g.,Šeškinė,1,35,48000.0,Centrinis,Blokinis,1982,
 A. Smetonos g.,Senamiestis,6,104.97,298000.0,Centrinis,Mūrinis,1954,
 I. Simonaitytės g.,Pilaitė,3,68,130000.0,Centriniskolektorinis,Mūrinis,2013,
 Sūduvių g.,Justiniškės,3,67.95,59900.0,Dujinis,Mūrinis,1997,
 Sūduvių g.,Zujūnai,3,67.95,59900.0,Dujinis,Mūrinis,1997,
 Sūduvių g.,Buivydiškių k.,3,67.95,59900.0,Dujinis,Mūrinis,1997statyba.2018renovacija,
 Totorių g.,Senamiestis,1,28,100000.0,Centrinis,Mūrinis,1910,
 Viršuliškių g.,Viršuliškės,1,32.83,46800.0,Centrinis,Blokinis,1978,
 Gedimino pr.,Senamiestis,3,85,380000.0,Centriniskolektorinis,Mūrinis,2006,
 Lvovo g.,Šnipiškės,2,52,108100.0,Centriniskolektorinis,Mūrinis,2018,
 Klinikų g.,Antakalnis,1,32,49999.0,Centrinis,Mūrinis,1976,
 Kareivių g.,Žirmūnai,1,16,15999.0,Centrinis,Mūrinis,1979,
 Užupio g.,Senamiestis,1,20.47,41300.0,Kietukuru,Mūrinis,1940,
 Šv. Stepono g.,Senamiestis,2,25.62,39900.0,Kietukuru,Mūrinis,1940,
 Neužmirštuolių g.,Lazdynėliai,5,154,180000.0,Centriniskolektorinis,Mūrinis,1997,
 Rudaminos g.,Naujininkai,1,21.79,19600.0,Kietukuru,Medinis,1940,
 Mykolo Marcinkevičiaus g.,Santariškės,3,87,121990.0,Centrinis,Mūrinis,2000,
 Mykolo Marcinkevičiaus g.,Santariškės,3,87,125000.0,Centrinis,Mūrinis,2000,
 Dzūkų g.,Naujininkai,2,43.02,21500.0,Kietukuru,Karkasinis,1940,
 M. Daukšos g.,Senamiestis,3,49.97,89000.0,Kietukuru,Mūrinis,1940,
 Šeimyniškių g.,Šnipiškės,3,81.98,124500.0,Centrinis,Mūrinis,1977,
 M. Daukšos g.,Senamiestis,2,40.65,77200.0,Kietukuru,Mūrinis,1940,
 A. Kojelavičiaus g.,Naujoji Vilnia,2,24.68,29800.0,Kietukuru,Medinis,1940,
 Antakalnio g.,Antakalnis,3,117.38,198000.0,Centriniskolektorinis,Mūrinis,1998,
 Krivūlės g.,Senamiestis,4,89.8,224500.0,Dujinis,Mūrinis,2020,
 Krivūlės g.,Užupis,4,89.8,224500.0,Dujinis,Mūrinis,2020,
 Krivūlės g.,Užupis,2,43.43,113281.0,Dujinis,Mūrinis,2020,
 Krivūlės g.,Senamiestis,2,43.43,113281.0,Dujinis,Mūrinis,2020,
 A. Juozapavičiaus g.,Senamiestis,3,101,324000.0,Centriniskolektorinis,Mūrinis,2004,
 Eitminų g.,Pašilaičiai,2,53.26,64000.0,Centriniskolektorinis,Mūrinis,2018,
 Eitminų g.,Pašilaičiai,2,48.17,59500.0,Centriniskolektorinis,Mūrinis,2018,
 Eitminų g.,Pašilaičiai,2,48.17,59500.0,Centriniskolektorinis,Mūrinis,2018,
 Eitminų g.,Pašilaičiai,2,48.17,59500.0,Centriniskolektorinis,Mūrinis,2017,
 Eitminų g.,Pašilaičiai,2,51.75,63500.0,Centriniskolektorinis,Mūrinis,2018,
 Eitminų g.,Pašilaičiai,2,51.83,61500.0,Centriniskolektorinis,Mūrinis,2018,
 Eitminų g.,Pašilaičiai,2,51.83,61500.0,Centriniskolektorinis,Mūrinis,2017,
 Eitminų g.,Pašilaičiai,1,37.07,48500.0,Centriniskolektorinis,Mūrinis,2018,
 Eitminų g.,Pašilaičiai,2,48.37,56000.0,Centriniskolektorinis,Mūrinis,2018,
 Eitminų g.,Pašilaičiai,2,48.74,56000.0,Centrinis.centriniskolektorinis,Mūrinis,2018,
 Eitminų g.,Pašilaičiai,2,48.56,56000.0,Centriniskolektorinis,Mūrinis,2018,
 Šviesos g.,Grigiškės,2,38.68,28000.0,Centrinis,Blokinis,1978,
 Sidaronių g.,Viršuliškės,3,70,99700.0,Centriniskolektorinis,Mūrinis,2019,
 Sidaronių g.,Justiniškės,3,70.39,99700.0,Centriniskolektorinis,Mūrinis,2019,
 Šeškinės g.,Šeškinė,2,50.03,71990.0,Centrinis,Blokinis,1982,
 Kruopų g.,Senamiestis,1,45,100000.0,Dujinis,Mūrinis,1940,
 Čiobiškio g.,Šeškinė,1,36,49000.0,Centrinis,Blokinis,1981,
 Pilkalnio g.,Pilaitė,2,37,74900.0,Geoterminis,Mūrinis,2018,
 Klevų g.,Avižieniai,3,59.1,115000.0,Dujinis,Blokinis,2015,
 Arkos g.,Klevinės vs.,3,59.42,118000.0,Dujinis,Blokinis,2015,
 Arkos g.,Klevinės vs.,3,59.1,115000.0,Dujinis,Blokinis,2015,
 Žirmūnų g.,Žirmūnai,3,61.12,85000.0,Centrinis,Blokinis,1965,
 Karių Kapų g.,Antakalnis,3,78.18,183000.0,Dujinis,Mūrinis,2000,
 Vydūno g.,Pilaitė,1,35,48500.0,Centrinis,Blokinis,1993,
 Turniškių g.,Antakalnis,4,94,229500.0,Dujinis,Mūrinis,2006,
 Turniškių g.,Valakampiai,4,94,229500.0,Dujinis,Mūrinis,2006,
 Turniškių g.,Antakalnis,3,77,182000.0,Dujinis,Mūrinis,2006,
 Turniškių g.,Valakampiai,3,77,182000.0,Dujinis,Mūrinis,2006,
 Turniškių g.,Antakalnis,3,77,182000.0,Dujinis,Mūrinis,2006statyba.2006renovacija,
 Akacijų g.,Naujoji Vilnia,3,50,31000.0,Kita,Medinis,1955,
 Želmenų g.,Balsiai,4,88,93000.0,Dujinis,Mūrinis,2018,
 Aguonų g.,Naujamiestis,5,232,517000.0,Centrinis,Mūrinis,2018,
 Aguonų g.,Senamiestis,5,232,517000.0,Centrinis,Mūrinis,2018,
 Šaltinių g.,Naujamiestis,5,232,517000.0,Centrinis,Mūrinis,2018,
 Šaltinių g.,Senamiestis,5,232,517000.0,Centrinis,Mūrinis,2018,
 Pažagiškių g.,Lazdynėliai,4,91.48,135000.0,Dujinis,Mūrinis,2006statyba.2016renovacija,
 Lazdynėlių g.,Lazdynėliai,2,50.63,75000.0,Centriniskolektorinis,Mūrinis,2018,
 Fizikų g.,Bajorai,2,39.14,62000.0,Centriniskolektorinis,Kita,2019,
 Fizikų g.,Bajorai,3,68.9,117800.0,Centriniskolektorinis,Kita,2019,
 Fizikų g.,Bajorai,3,68.48,102700.0,Centriniskolektorinis,Kita,2019,
 Dūmų g.,Naujoji Vilnia,2,34,33333.0,Elektra.kita,Mūrinis,1970statyba.2017renovacija,
 Laisvės pr.,Šeškinė,1,36.01,48900.0,Centrinis,Blokinis,1980,
 Rūdninkų g.,Senamiestis,3,93.11,320000.0,Centrinis,Mūrinis,1940,
 Ukmergės g.,Pašilaičiai,2,56.05,88000.0,Dujinis,Mūrinis,2003,
 Z. Sierakausko g.,Naujamiestis,2,50.62,131612.0,Geoterminis,Mūrinis,2020,
 Saltoniškių g.,Žvėrynas,3,67,150000.0,Centriniskolektorinis,Mūrinis,2019,
 Saltoniškių g.,Žvėrynas,4,67,150000.0,Centriniskolektorinis,Mūrinis,2019,
 Bitėnų g.,Pilaitė,2,38.89,72000.0,Centriniskolektorinis,Mūrinis,2017,
 Vandens g.,Pavilnys,3,74.51,75000.0,Dujinis.kietukuru,Mūrinis,1940,
 Taikos g.,Justiniškės,2,57.61,90000.0,Centriniskolektorinis,Mūrinis,2005,
 Laisvės pr.,Justiniškės,2,41.91,63000.0,Centriniskolektorinis,Mūrinis,2019,
 Laisvės pr.,Justiniškės,2,41.88,63000.0,Centriniskolektorinis,Mūrinis,2018,
 Salininkų g.,Salininkai,2,46.84,49450.0,Centrinis,Mūrinis,1976,
 Manufaktūrų g.,Markučiai,4,80.02,144036.0,Centriniskolektorinis,Kita,2020,
 Manufaktūrų g.,Markučiai,3,66.87,120366.0,Centriniskolektorinis,Kita,2020,
 Manufaktūrų g.,Markučiai,2,54.02,93610.0,Centriniskolektorinis,Kita,2019,
 Manufaktūrų g.,Markučiai,1,36.08,75768.0,Centriniskolektorinis,Kita,2019,
 Manufaktūrų g.,Markučiai,2,48.58,92302.0,Centriniskolektorinis,Kita,2019,
 Manufaktūrų g.,Markučiai,2,55.27,100591.0,Centriniskolektorinis,Kita,2019,
 Manufaktūrų g.,Markučiai,3,66.78,126882.0,Centriniskolektorinis,Kita,2019,
 Vingrių g.,Senamiestis,2,40,129000.0,Centriniskolektorinis,Mūrinis,2017,
 Linkmenų g.,Šnipiškės,2,52.03,165000.0,Centriniskolektorinis,Mūrinis,2015,
 Bitėnų g.,Pilaitė,2,58.71,97000.0,Centriniskolektorinis,Mūrinis,2017,
 Bistryčios g.,Antakalnis,2,50.35,127380.0,Kita,Mūrinis,2019,
 T. Kosciuškos g.,Senamiestis,2,91,259000.0,Centriniskolektorinis,Mūrinis,2010,
 Svirno g.,Rasos,2,47.4,52000.0,Centrinis,Mūrinis,1969,
 Kauno g.,Senamiestis,3,67.19,165000.0,Centriniskolektorinis,Mūrinis,2017,
 Pylimo g.,Senamiestis,1,41,120000.0,Elektra,Mūrinis,1940statyba.2000renovacija,
 Vaduvos g.,Žemieji Paneriai,1,40.51,53500.0,Centrinis,Blokinis,1984,
 Vaduvos g.,Žemieji Paneriai,1,40.51,53500.0,Centrinis,Blokinis,1984,
 Z. Sierakausko g.,Naujamiestis,2,48.7,136360.0,Geoterminis,Mūrinis,2020,
 Salomėjos Nėries g.,Fabijoniškės,2,51.44,76900.0,Centriniskolektorinis,Mūrinis,2007,
 Dūmų g.,Naujoji Vilnia,1,18.74,22959.0,Elektra.kita,Mūrinis,1970,
 J. Jasinskio g.,Naujamiestis,4,108.39,299000.0,Centriniskolektorinis,Mūrinis,2017,
 Dūmų g.,Naujoji Vilnia,2,29.19,34299.0,Elektra.kita,Mūrinis,1970,
 Labdarių g.,Senamiestis,1,32.69,158000.0,Kita.centriniskolektorinis,Mūrinis,2018,
 Verkių g.,Žirmūnai,2,55.25,96000.0,Centrinis,Mūrinis,1957,
 Lvovo g.,Šnipiškės,2,52,95080.0,Centriniskolektorinis,Mūrinis,2018,
 Pavasario g.,Antakalnis,4,101.74,179000.0,Centriniskolektorinis,Mūrinis,1968statyba.2019renovacija,
 Salomėjos Nėries g.,Fabijoniškės,2,60,80700.0,Centriniskolektorinis,Mūrinis,2008,
 Raugyklos g.,Senamiestis,4,38.92,52000.0,Kietukuru,Mūrinis,1940,
 Apkasų g.,Žirmūnai,2,44.53,62000.0,Centrinis,Blokinis,1964,
 Leičių g.,Pašilaičiai,3,81.45,71000.0,Centriniskolektorinis,Mūrinis,2019,
 Leičių g.,Pašilaičiai,3,81.45,71000.0,Centriniskolektorinis,Mūrinis,2019,
 Leičių g.,Pašilaičiai,3,81.45,71000.0,Centriniskolektorinis,Mūrinis,2019,
 Leičių g.,Pašilaičiai,3,66.63,76000.0,Centriniskolektorinis,Mūrinis,2019,
 Leičių g.,Pašilaičiai,3,66.63,76000.0,Centriniskolektorinis,Mūrinis,2019,
 Leičių g.,Pašilaičiai,3,66.63,76000.0,Centriniskolektorinis,Mūrinis,2019,
 Kauno g.,Senamiestis,2,53.75,130000.0,Centriniskolektorinis,Mūrinis,2017,
 Siesikų g.,Šeškinė,3,55.66,110400.0,Centriniskolektorinis,Kita,2019,
 Savanorių pr.,Grigiškės,1,22,15999.0,Elektra.kita,Mūrinis,1970,
 1 kambario butas,Grigiškių vs.,1,22,15999.0,Elektra.kita,Mūrinis,1970statyba.2015renovacija,
 Savanorių pr.,Žemieji Paneriai,1,22,15999.0,Elektra.kita,Mūrinis,1970statyba.2015renovacija,
 Savanorių pr.,Vilkpėdė,1,22,15999.0,Elektra.kita,Mūrinis,1970statyba.2015renovacija,
 Markučių g.,Markučiai,5,138.68,305000.0,Kita.geoterminis.centriniskolektorinis,Mūrinis,2019,
 Markučių g.,Senamiestis,5,138.68,305000.0,Kita.geoterminis.centriniskolektorinis,Mūrinis,2019,
 Markučių g.,Užupis,5,138.68,305000.0,Kita.geoterminis.centriniskolektorinis,Mūrinis,2019,
 Pažagiškių g.,Lazdynėliai,3,101,140000.0,Elektra.centriniskolektorinis,Mūrinis,2017,
 Žalgirio g.,Šnipiškės,3,65,143000.0,Centriniskolektorinis,Mūrinis,2006,
 Žirmūnų g.,Žirmūnai,1,36,58700.0,Centrinis,Blokinis,1985,
 Smilgų g.,Valakampiai,4,129.19,279000.0,Geoterminis,Mūrinis,2018,
 Pavilnionių g.,Pašilaičiai,2,59.54,79500.0,Centriniskolektorinis,Mūrinis,2017,
 Tuskulėnų g.,Žirmūnai,3,52,135000.0,Centriniskolektorinis,Blokinis,2019,
 Šaltkalvių g.,Naujininkai,1,17.74,16500.0,Centrinis,Blokinis,1968,
 Volungės g.,Antakalnis,1,28,59500.0,Centrinis,Mūrinis,1974,
 Vaduvos g.,Žemieji Paneriai,1,39.94,45000.0,Centrinis,Blokinis,1991,
 Žuvėdrų g.,Antakalnis,3,135,250000.0,Centriniskolektorinis,Mūrinis,2007,
 Dzūkų g.,Naujininkai,1,29,39900.0,Centrinis,Mūrinis,1968,
 Mėtų g.,Bajorai,4,103,98000.0,Dujinis,Mūrinis,2019,
 Polocko g.,Užupis,2,50,112500.0,Dujinis,Mūrinis,1940,
 Sodų g.,Avižieniai,2,61,45000.0,Dujinis,Mūrinis,2016,
 Gaono g.,Senamiestis,2,61,240000.0,Centriniskolektorinis,Mūrinis,2008,
 Fizikų g.,Bajorai,2,62.91,95000.0,Kita,Mūrinis,2007,
 Kęstučio g.,Žvėrynas,5,150,259000.0,Dujinis,Medinis,1940,
 Tuskulėnų g.,Žirmūnai,2,48,125000.0,Centriniskolektorinis,Monolitinis,2019,
 Piromonto g.,Žirmūnai,2,48,125000.0,Centriniskolektorinis,Monolitinis,2019,
 Malūnų g.,Senamiestis,3,56.42,225000.0,Centriniskolektorinis.centrinis,Mūrinis,2017,
 Malūnų g.,Užupis,3,56.42,225000.0,Centriniskolektorinis.centrinis,Mūrinis,2017,
 Algirdo g.,Naujamiestis,2,23,69000.0,Elektra,Mūrinis,1940,
 Algirdo g.,Senamiestis,1,23,69000.0,Elektra,Mūrinis,1940,
 Santariškių g.,Santariškės,3,84,152000.0,Centrinis,Mūrinis,2019,
 Parko g.,Naujoji Vilnia,2,49.61,50000.0,Dujinis,Mūrinis,1980,
 Šiaulių g.,Senamiestis,1,30,87000.0,Centrinis,Mūrinis,1940,
 S. Skapo g.,Senamiestis,2,37,139999.0,Kita,Mūrinis,1950statyba.2011renovacija,
 S. Skapo g.,Senamiestis,2,36,139999.0,Dujinis.kietukuru,Mūrinis,1940,
 Ašmenos g.,Senamiestis,2,70,175000.0,Centrinis,Mūrinis,1977,
 Šviesos g.,Grigiškės,4,68,49500.0,Centrinis,Blokinis,1978,
 A. Juozapavičiaus g.,Šnipiškės,2,58,159000.0,Centriniskolektorinis,Mūrinis,2008,
 Pylimėlių g.,Antakalnis,2,73.32,124000.0,Centriniskolektorinis.centrinis.kita.dujinis,Mūrinis,2006,
 Pylimėlių g.,Antakalnis,3,73.32,124000.0,Dujinis.kita.centriniskolektorinis.centrinis,Mūrinis,2006,
 Lazdynėlių g.,Lazdynėliai,2,54.5,86200.0,Centriniskolektorinis,Mūrinis,2020,
 Lazdynėlių g.,Lazdynėliai,3,55.6,87900.0,Centriniskolektorinis,Mūrinis,2020,
 Lazdynėlių g.,Lazdynėliai,2,35.88,57800.0,Centriniskolektorinis,Mūrinis,2020,
 Lazdynėlių g.,Lazdynėliai,3,53.2,83500.0,Centriniskolektorinis,Mūrinis,2020,
 Lazdynėlių g.,Lazdynėliai,3,53.2,83500.0,Centriniskolektorinis,Mūrinis,2020,
 Lazdynėlių g.,Lazdynėliai,2,52.65,83300.0,Centriniskolektorinis,Mūrinis,2020,
 Lazdynėlių g.,Lazdynėliai,3,52.35,83300.0,Centriniskolektorinis,Mūrinis,2020,
 Lazdynėlių g.,Lazdynėliai,4,68.52,106600.0,Centriniskolektorinis,Mūrinis,2020,
 Justiniškių g.,Justiniškės,3,62.18,87800.0,Centriniskolektorinis.geoterminis,Kita,2018,
 Pilaitės pr.,Karoliniškės,3,62.18,87800.0,Centriniskolektorinis.geoterminis,Kita,2018,
 Pilaitės pr.,Pilaitė,3,62.18,87800.0,Centriniskolektorinis.geoterminis,Kita,2018,
 Justiniškių g.,Justiniškės,3,62.18,87800.0,Centriniskolektorinis.geoterminis,Kita,2018,
 Lazdynėlių g.,Lazdynėliai,2,51.97,81600.0,Centriniskolektorinis,Mūrinis,2020,
 Giedraičių g.,Šnipiškės,2,43.58,72500.0,Centriniskolektorinis,Mūrinis,2019,
 Giedraičių g.,Šnipiškės,2,43.58,72500.0,Centriniskolektorinis,Kita,2018,
 Lazdynėlių g.,Lazdynėliai,2,50.8,80700.0,Centriniskolektorinis,Mūrinis,2020,
 Lazdynėlių g.,Lazdynėliai,2,36.82,59300.0,Centriniskolektorinis,Mūrinis,2020,
 Lazdynėlių g.,Lazdynėliai,2,45.73,73500.0,Centriniskolektorinis,Mūrinis,2020,
 Lazdynėlių g.,Lazdynėliai,2,47.1,75000.0,Centriniskolektorinis,Mūrinis,2020,
 Savanorių pr.,Naujamiestis,3,88,154500.0,Centriniskolektorinis,Mūrinis,2008,
 Savanorių pr.,Naujamiestis,3,88,155000.0,Centriniskolektorinis,Mūrinis,2007,
 Mokyklos g.,Jeruzalė,4,89,105000.0,Centrinis,Mūrinis,1992,
 Rinktinės g.,Šnipiškės,2,44.57,143000.0,Centriniskolektorinis,Mūrinis,2019,
 A. Vivulskio g.,Naujamiestis,2,51.11,42000.0,Centrinis,Mūrinis,1957statyba.2018renovacija,
 A. Vivulskio g.,Naujamiestis,1,27.6,40000.0,Centrinis,Mūrinis,1957statyba.2018renovacija,
 Kazimiero Ladygos g.,Šiaurės miestelis,1,41.03,84500.0,Centriniskolektorinis,Mūrinis,2003,
 Užupio g.,Užupis,2,91.46,385000.0,Dujinis,Mūrinis,1940,
 Rinktinės g.,Šnipiškės,1,18,24000.0,Centrinis,Mūrinis,1972,
 A. Vivulskio g.,Naujamiestis,4,91.43,170000.0,Centriniskolektorinis,Mūrinis,1958,
 Giedraičių g.,Šnipiškės,1,33.87,54000.0,Centriniskolektorinis,Mūrinis,2019,
 V. Sezemano g.,Antakalnis,3,69.41,149900.0,Dujinis,Mūrinis,2007,
 Giedraičių g.,Šnipiškės,2,54.28,73278.0,Centriniskolektorinis,Kita,2018,
 M. K. Čiurlionio g.,Naujamiestis,1,26,60000.0,Kita,Mūrinis,1940,
 Bitėnų g.,Pilaitė,1,23,55900.0,Centriniskolektorinis,Mūrinis,2018,
 Kalvarijų g.,Žirmūnai,1,27,50000.0,Elektra,Mūrinis,2014,
 Kalvarijų g.,Žirmūnai,2,54,105000.0,Elektra,Mūrinis,2014,
 Perkūnkiemio g.,Pašilaičiai,2,40,66500.0,Centrinis,Blokinis,2008,
 Taikos g.,Justiniškės,1,26,23900.0,Centrinis,Blokinis,1985,
 Liepyno g.,Žvėrynas,2,42.1,119900.0,Dujinis,Mūrinis,1957statyba.2018renovacija,
 Gabijos g.,Pašilaičiai,2,50.6,81000.0,Centriniskolektorinis,Mūrinis,2017,
 Gabijos g.,Pašilaičiai,2,52.11,79000.0,Centriniskolektorinis,Monolitinis,2017,
 Balandžių g.,Markučiai,1,22,15900.0,Kietukuru,Medinis,1940,
 Balandžių g.,Markučiai,1,22,19500.0,Kietukuru,Medinis,1940,
 Blindžių g.,Žvėrynas,2,71.34,184900.0,Centriniskolektorinis,Mūrinis,2008,
 Pavilnionių g.,Pašilaičiai,1,25.36,70000.0,Centriniskolektorinis,Kita,2016,
 Giedraičių g.,Šnipiškės,1,26.85,74000.0,Centriniskolektorinis,Blokinis,2018,
 Giedraičių g.,Šnipiškės,1,27,74000.0,Centriniskolektorinis,Blokinis,2018,
 Latvių g.,Žvėrynas,4,105.47,279000.0,Dujinis,Mūrinis,1909,
 Trakų g.,Senamiestis,3,85.8,465000.0,Centriniskolektorinis,Mūrinis,2012,
 Teatro g.,Senamiestis,3,103.78,310000.0,Centrinis,Mūrinis,2000,
 Verkių g.,Verkiai,3,101.58,370000.0,Centriniskolektorinis,Mūrinis,2007,
 Polocko g.,Užupis,2,43.34,210000.0,Centriniskolektorinis,Mūrinis,2016,
 Rūtų g.,Antakalnis,5,230,1159248.0,Geoterminis,Monolitinis,2017,
 Konstitucijos pr.,Šnipiškės,3,130.54,399000.0,Centriniskolektorinis,Monolitinis,2004,
 Lvovo g.,Šnipiškės,2,57.64,103550.0,Centriniskolektorinis,Mūrinis,2018,
 Savanorių pr.,Naujamiestis,4,105.65,168000.0,Centrinis,Mūrinis,1956,
 Rudens g.,Antakalnis,3,98,135000.0,Centrinis,Mūrinis,1993,
 J. Basanavičiaus g.,Senamiestis,3,100,178000.0,Centrinis,Mūrinis,1940,
 Leičių g.,Pašilaičiai,3,70.67,109000.0,Centriniskolektorinis,Mūrinis,2019,
 P. Vileišio g.,Antakalnis,1,27,61999.0,Centrinis,Mūrinis,1970,
 Elnių g.,Žvėrynas,2,44.66,108000.0,Centriniskolektorinis,Mūrinis,2001,
 Leičių g.,Pašilaičiai,3,66.52,75000.0,Centriniskolektorinis,Mūrinis,2019,
 Šv. Stepono g.,Senamiestis,2,66.39,94000.0,Centrinis,Mūrinis,1976,
 A. Kojelavičiaus g.,Naujoji Vilnia,3,65.28,45000.0,Kita,Mūrinis,1981,
 Minties g.,Žirmūnai,11,324.56,370000.0,Dujinis.kita,Mūrinis,1995,
 Ežerėlių g.,Avižieniai,2,53,93870.0,Dujinis,Mūrinis,2015,
 J. Basanavičiaus g.,Senamiestis,4,215.68,660000.0,Dujinis,Mūrinis,1940statyba.2007renovacija,
 J. Basanavičiaus g.,Senamiestis,5,215.68,660000.0,Dujinis,Mūrinis,1940statyba.2007renovacija,
 Vytauto Vaitkaus g.,Karoliniškės,4,78,83000.0,Centrinis,Blokinis,1974,
 P. Vileišio g.,Antakalnis,3,71.89,155545.0,Centriniskolektorinis,Mūrinis,2018,
 P. Vileišio g.,Antakalnis,2,46.69,104941.0,Centriniskolektorinis,Mūrinis,2018,
 Želmenų g.,Balsiai,4,94,135000.0,Dujinis,Mūrinis,2018,
 Pavilnionių g.,Pašilaičiai,2,38.64,59000.0,Centriniskolektorinis,Monolitinis,2018,
 Gedimino pr.,Senamiestis,3,113,509000.0,Dujinis,Mūrinis,2016,
 Antano Tumėno g.,Naujamiestis,1,115,489000.0,Centriniskolektorinis,Monolitinis,2009,
 Antano Tumėno g.,Senamiestis,1,115,489000.0,Centriniskolektorinis,Monolitinis,2009,
 Antano Tumėno g.,Žvėrynas,1,115,489000.0,Centriniskolektorinis,Monolitinis,2009,
 Kalvarijų Sodų 2-oji g.,Baltupiai,3,97.89,173000.0,Dujinis,Mūrinis,2012,
 Sauluvos g.,Pilaitė,4,100,150000.0,Geoterminis,Blokinis,2019,
 Bistryčios g.,Antakalnis,1,33.21,75350.0,Kita,Mūrinis,2019,
 Dzūkų g.,Naujininkai,3,65.6,66000.0,Centrinis,Mūrinis,1968,
 Želvos g.,Žvėrynas,4,141.45,225000.0,Dujinis,Mūrinis,2004,
 Naugarduko g.,Senamiestis,3,69.8,194000.0,Centriniskolektorinis,Mūrinis,2019,
 Pylimo g.,Senamiestis,3,70,194000.0,Centriniskolektorinis,Mūrinis,2018,
 Naugarduko g.,Senamiestis,3,60.75,192273.0,Centriniskolektorinis,Mūrinis,2019,
 Naugarduko g.,Senamiestis,4,82.21,254851.0,Centriniskolektorinis,Mūrinis,2019,
 Naugarduko g.,Senamiestis,4,82,255000.0,Centriniskolektorinis,Mūrinis,2018,
 Nemenčinės pl.,Valakampiai,2,67.6,189000.0,Dujinis,Blokinis,2018,
 J. Basanavičiaus g.,Senamiestis,1,14,26500.0,Elektra,Mūrinis,1910,
 Salomėjos Nėries g.,Fabijoniškės,2,54.17,76000.0,Centriniskolektorinis,Blokinis,2008,
 Salomėjos Nėries g.,Fabijoniškės,2,51,65000.0,Centriniskolektorinis,Blokinis,2008,
 Pavilnionių g.,Pašilaičiai,1,31.82,50700.0,Centriniskolektorinis,Monolitinis,2018,
 Pavilnionių g.,Pašilaičiai,3,75.81,95000.0,Centriniskolektorinis,Monolitinis,2018,
 Pavilnionių g.,Pašilaičiai,2,49.3,66000.0,Centriniskolektorinis,Monolitinis,2018,
 Karaliaučiaus g.,Pilaitė,3,71,149000.0,Centrinis,Mūrinis,2015,
 Bitėnų g.,Pilaitė,3,49.86,90745.0,Centriniskolektorinis,Mūrinis,2019,
 Trinapolio g.,Baltupiai,3,73.78,129100.0,Centrinis,Monolitinis,2019,
 Trinapolio g.,Žirmūnai,3,73.78,129100.0,Centriniskolektorinis,Mūrinis,2019,
 Šiaulių g.,Senamiestis,5,131.94,625000.0,Centriniskolektorinis,Mūrinis,2009statyba.2014renovacija,
 Gedimino pr.,Senamiestis,5,263,1100000.0,Dujinis,Mūrinis,1940statyba.2005renovacija,
 O. Milašiaus g.,Antakalnis,3,119.73,320000.0,Centriniskolektorinis,Mūrinis,2012,
 Švitrigailos g.,Naujamiestis,3,85,234000.0,Centrinis,Mūrinis,1958,
 Švitrigailos g.,Senamiestis,3,85,234000.0,Centrinis,Mūrinis,1958,
 Pakarvių g.,Pilaitė,2,39.78,67310.0,Dujinis,Mūrinis,2019,
 Pamėnkalnio g.,Senamiestis,2,48.44,120000.0,Centrinis,Mūrinis,1940,
 Gabijos g.,Pašilaičiai,2,66,95000.0,Centriniskolektorinis,Mūrinis,2007,
 Rato g.,Valakampiai,2,53,179000.0,Dujinis,Mūrinis,2006,
 Leičių g.,Pašilaičiai,2,47.43,56000.0,Centriniskolektorinis,Mūrinis,2019,
 Leičių g.,Pašilaičiai,2,47.43,56000.0,Centriniskolektorinis,Mūrinis,2019,
 Leičių g.,Pašilaičiai,3,65.64,68000.0,Centriniskolektorinis,Mūrinis,2019,
 Leičių g.,Pašilaičiai,2,53.02,60000.0,Centriniskolektorinis,Mūrinis,2019,
 Justiniškių g.,Justiniškės,3,73.84,76400.0,Centrinis,Blokinis,1983,
 Leičių g.,Pašilaičiai,3,66.63,74000.0,Centriniskolektorinis,Mūrinis,2019,
 Leičių g.,Pašilaičiai,3,66.63,74000.0,Centriniskolektorinis,Mūrinis,2019,
 Leičių g.,Pašilaičiai,3,66.63,105000.0,Centriniskolektorinis,Mūrinis,2019,
 Markučių g.,Rasos,1,26,24000.0,Kietukuru,Medinis,1962,
 Eitminų g.,Pašilaičiai,3,70.6,114000.0,Centriniskolektorinis,Mūrinis,2015,
 Kalvarijų g.,Šnipiškės,2,34.69,52000.0,Dujinis,Mūrinis,2019,
